Tasks: 80
Gap: 100
Threads: 1
Verificacion ns,Consulta ms
96253,89
75016,95
57741,412
64441,143
64327,98
62651,396
45882,84
41780,839
35616,767
57482,633
47331,1169
47415,564
45167,772
49211,1011
48407,599
47684,1025
38824,1078
34931,1019
43531,898
34723,990
51773,1155
38481,1081
41070,1184
44300,1218
49190,1185
116816,1186
49637,1270
60222,1194
32260,1272
47045,1298
45079,1294
48632,1247
50317,1162
47967,1199
44894,1136
46627,860
39316,1194
85290,1119
40268,1131
43034,1026
45218,953
32619,1147
48513,1064
48468,992
42051,919
35123,992
110686,716
54415,708
53037,961
43413,995
49565,809
43080,519
50808,765
62645,767
36161,826
44901,662
53791,849
48922,672
47840,631
49320,822
34561,555
45545,655
52977,691
53177,566
49018,400
39015,682
51147,558
39693,592
54441,497
39132,389
31095,168
43457,271
41897,338
43042,330
47345,383
44310,351
34039,471
40259,416
58418,495
40028,314
Numero de fallos: 0
