Tasks: 80
Gap: 100
Threads: 1
Verificacion ns,Consulta ms
45712,83
53088,333
44638,295
38121,318
82256,407
46117,246
45680,291
47524,378
54472,335
45740,254
38863,345
43901,206
51382,350
43288,308
36852,362
48832,417
48261,323
43588,253
51142,187
39047,192
58396,159
45190,84
45312,80
44232,168
41382,250
47320,93
61279,253
48570,198
43949,319
54925,90
44632,285
48585,83
49396,128
48827,85
50899,248
45173,196
37799,279
45882,246
45195,169
50182,84
54689,84
86747,202
81725,215
83975,162
74593,100
71079,93
40700,82
40046,322
43263,270
48580,309
48672,325
43457,264
47975,291
54592,352
37454,84
49657,183
48378,120
49021,180
49037,81
42204,238
42748,251
63014,189
46604,123
44387,84
48527,87
50975,85
48421,588
32419,465
60508,416
42210,451
41581,435
54440,390
51716,404
48706,461
36624,407
48490,466
43721,416
49791,316
41591,240
40769,206
Numero de fallos: 0
