Tasks: 80
Gap: 100
Threads: 1
Verificacion ns,Consulta ms
50193,96
48038,268
37612,94
50341,279
31847,322
47501,129
48682,259
46063,491
44855,510
49647,338
49398,458
71517,411
59779,420
52648,440
46972,324
49230,354
47910,344
55826,401
71589,285
33755,370
45502,435
37318,191
51729,311
64475,371
41671,360
79160,442
109043,435
82324,282
44004,93
35885,332
53164,84
34248,555
40162,693
49385,771
46292,659
45695,767
47474,726
61947,502
50511,792
38265,730
39604,604
43701,659
52182,800
48796,891
47672,520
49141,568
47179,575
33855,652
56222,599
48082,429
44182,597
44050,454
61233,516
39942,588
53087,645
72126,574
51442,617
41267,538
48593,104
29507,549
56529,423
34237,583
56061,245
42134,382
36022,417
52301,386
36017,352
48451,370
39072,225
61072,322
29106,331
46415,143
37325,214
37823,81
53973,210
51073,179
43173,309
42138,334
45029,206
42651,124
Numero de fallos: 0
