Tasks: 400
Gap: 20
Threads: 1
Verificacion ns,Consulta ms
59007,97
57475,108
56896,98
57187,218
55736,2539
66459092,2932
57489,3337
55539,2384
60266,3002
60491,2613
51334,2886
58331,2631
43207,2848
62228,3498
62712,1758
48968,169
50050,135
58129,2286
57607,2439
53582,2603
45660,3987
61465,2706
57824,2861
49659,1833
61343,4009
58298,1046
64952,3891
62152,4034
47443,1734
42535,3180
46874,2567
61640,3073
60769,3631
59952,3123
45362,1848
43762,3910
42567,3523
44200,3750
54986,4334
59255,4289
58044,4035
44448,4610
53147,2525
59563,3948
85150,3506
54333,4413
60953,3852
65012,2895
38892,3737
64070,3839
49198,4841
57752,3251
43756,3093
43086,4941
49360,93
62422,5297
73141,7096
55362,4012
52286,4939
38179,6524
54243,6616
55452,6211
48542,7289
48907,6971
48674,6948
65888,5023
44952,6981
65950,7112
47724,6091
45183,6585
37568,5513
42281,7313
65920,4867
67349,2896
33953,7712
66849,5991
76077,7528
47294,4711
52487,3075
60064,5206
58226,8837
49195,3431
45164,7783
61821,8725
53954,7216
54595,8095
55326,8541
148560789,7847
59795,8619
42934,6927
59185,6260
58942,7629
49116,8329
50554,7988
61657,4751
44223,8100
56412,6691
64022,8208
48616,9381
54355,7573
59813,6692
40531,5681
57251,5777
47995,8277
46195,8095
48473,7319
59425,9570
52699,8227
90595,5435
107702,8605
90935,8777
57793,9683
59968,8648
48992,9815
60449,6115
57755,10214
58159,9829
54617,5910
60392,4034
58830,9909
63071,9441
54688,8368
58214,10509
41771,7902
43771,8817
59914,9563
88757,7421
57091,10286
55696,8185
102269,9495
101478,8136
63943,8975
57877,9647
62085,8824
54531,8999
51484,9224
74111,6021
44834,10093
39245,8935
43898,11191
45586,6833
62218,9389
46586,10719
51545,11195
51423,8188
49656,10431
52540,10554
51440,9487
42844,11601
49568,11941
40280,9757
41252,10981
53906,11095
43143,7330
71353,11779
51207,10761
56784,10816
47180,12103
49687,8116
35357,10195
43453,10611
50248,8740
59886,8255
71560,12322
60826,12332
54335,10544
47260,9838
46469,12473
38924,10852
34322,11736
54886,12513
49875,13009
40754,10481
48324,12381
50070,11079
49984,12800
50312,12907
49593,10373
49932,12967
54183,9760
36038,12919
56988,9825
54966,8474
54087,7980
51011,12939
39942,13191
49909,10527
52344,14350
37579,11156
37009,12448
50930,13519
59720,8915
52119,11616
38745,11735
38033,11606
54649,13890
48213,11479
42863,11466
83051,8995
55543,14361
40081,11987
55958,11502
34483,13225
78853,13895
54377,13461
35543,14318
40122,10618
45004,11644
39473,14263
49375,11154
48910,11428
56259,10500
78890,10583
60533,13481
51199,13271
62641,4326
74377,12404
54673,10595
56972,12121
44208,13147
79672,11268
49173,11899
92818,12582
98000,14577
118962,14315
112401,13272
153892,14211
132961,10193
127769,12008
106096,12103
104432,12743
126978,13304
117228,12107
131936,14872
97947,14005
102120,12434
94843,11438
105865,11526
124248,14294
91259,11780
89795,15098
122634,14670
154384,15488
119732,9497
94906,13508
117111,15002
102811,11299
101917,15348
80787,15825
96135,12002
110099,13685
93092,11736
107840,12988
114121,9396
123402,13704
115254,11465
101486,11593
102069,10384
118969,15284
147114,13643
91930,9894
106149,12821
117532,13237
206575,13532
154444,14517
94907,15238
102043,14300
98849,15022
103018,11446
118949,13440
110316,14952
96230,12203
103560,14733
93236,14935
108205,13624
103319,12518
128029,11667
133459,13071
107686,8413
145270,15026
103383,15461
220999,14096
111599,15250
108662,15777
90282,12497
103944,15840
122190,15414
166877,13912
98048,14521
105294,13258
102524,14303
122360,13967
123636,12923
108969,15194
95127,15384
91082,14783
130700,13821
171544,13613
129383,11383
98975,15116
98689,15240
212398,15685
124050,12215
104356,15365
122257,15602
105258,9464
120399,10144
126790,12257
248175,10064
100235,15225
181577,15372
167281,15830
96550,15810
100606,13954
94913,16078
99358,12825
100169,16047
98421,14525
118641,15002
112611,15587
115702,12963
112524,11764
88776,15323
160041,13610
91345,16569
92119,15860
105187,15332
145854,14131
89845,15512
101579,13953
317643,15704
119808,15753
125087,16192
118404,16039
132768,13900
99290,13176
100860,16205
120248,14873
123767,15099
93768,16537
122374,15773
100563,15810
113235,15914
124202,15024
102541,14791
93146,13529
123667,14621
122871,12689
115618,16024
96233,14540
94900,14866
106260,14441
127025,15561
97987,14402
94212,15401
88823,13796
94780,16633
112505,15386
112594,16090
157164,15556
96644,14262
104218,15459
265140,15396
107326,17032
144809,15918
125317,15503
120495,15800
155336,15315
97199,17235
232004,16859
120005,15967
98589,15039
98255,15506
117940,15077
95280,15496
98618,15374
131408,15535
115592,16063
102041,16687
91983,16159
131054,16283
117599,16417
97749,16675
114011,16723
103944,16179
95645,16787
100694,16833
122377,16238
90029,17103
182587,16632
125233,17220
95778,16815
93143,16264
137866,16813
128645,17259
95614,17516
97650,17314
94917,17132
95659,17276
123817,16939
Numero de fallos: 0
