Tasks: 400,
Gap: 20,
Threads: 8,
Verificacion ns,Consulta ms
73044,100
73507,95
45442,148
46544,178
67559,120
69619,123
67534,95
42783,112
62434,96
46742,87
50150,99
51536,115
66707,204
66899,87
75268,89
75124,86
72270,95
61687,223
69980,89
52484,1561
69982,216
72762,328
77417,97
71095,583
63490,707
69659,1147
42867,1375
50980,218
61191,85
63029,1371
90143,1167
46360,1675
49313,82
80222,1371
53374,1072
70249,796
55422,173
72597,838
82463,1228
54441,2012
59981,272
68527,1243
50822,104
57486,86
46597,1483
50035,97
91178,218
38455,241
58650,2014
42761,2316
42407,1509
40760,1576
11919978,184
58288,1039
71460,373
44220,1971
52899,210
54242,143
61434,1080
71753,554
55852,706
51029,1641
66751,824
64328,207
73307,135
70110,1479
61920,98
59968,92
52917,95
60736,1157
66207,1351
89094,187
46212,1803
58982,1884
62003,1678
61104,86
63447,88
56597,1760
59957,879
38863,916
59113,1759
56025,2144
40643,2433
48328,395
37354,578
62853,1851
46856,495
61753,487
71671,549
66790,243
52470,1909
52571,2263
58712,1516
46750,176
47153,775
44093,1456
62221,91
58409,1011
45025,2243
55706,527
56764,975
56325,93
51242,932
46553,1932
35395,1095
54460,1616
81022,1191
72205,239
40181,104
54012,1081
64028,2115
53186,232
55414,270
35464,434
39922,1862
64403,1939
58514,174
58437,462
50643,1260
65779,1000
60618,999
58376,222
49735,141
47143,91
45416,161
52230,1355
45639,1097
40150,634
70666,718
68476,887
67155,104
48220,88
44689,282
44185,117
75165,399
67208,887
101524,343
66122,831
86319,261
77963,352
45209,83
45560,2233
63835,462
55653,1735
43011,1766
70702,216
61186,767
52390,108
38982,353
68032,902
49919,1574
61921,880
79741,97
75400,176
76049,811
51068,1126
70255,2313
72378,1436
61569,963
43099,1755
43647,707
60858,948
51368,129
38146,807
52565,104
48804,283
43350,2060
43828,123
65466,105
40158,298
54647,216
65740,2303
65053,411
53219,461
63679,1371
82616,1403
67701,815
70576,217
55145,101
68552,100
79277,1295
49638,100
64550,1889
41760,104
63555,564
73732,1972
52422,2108
60016,1925
69773,96
39130,1632
77295,279
40821,2471
57267,93
66591,108
50516,2085
41825,81
126008828,335
70175,383
113485427,2730
71608,2547
40673,87
38202,1479
38972,1426
47897,2329
45907,2467
59574,101
58114,103
71370,730
61631,1904
52638,1307
42253,245
47476,690
58911,81
66776,1307
65624,1589
67655,427
63354,2872
73655,317
56191,3039
69080,2046
32817,2154
54403,191
59967,665
58629,1551
58872,3145
47013,278
38811,3340
50812,123
38741,357
85862,558
64539,2965
46161,97
69011,1561
60439,2821
45635,82
59423,91
82952,2708
65176,2375
46542,3692
46001,3149
44740,415
48606,3745
56453,756
48122,2120
68986,2735
67871,515
55454,102
63226,114
50621,2893
53757,2952
36628,192
38388,248
60779,3379
50191,1368
54954,679
38375,2082
61307,156
65758,918
44519,2185
64016,2302
63661,1336
54848,3126
46039,428
45816,757
92293,2284
64442,1560
58255,914
67108,2529
64341,221
54263,2778
71402,121
120028,92
73807,226
38595,1335
57191,996
49394,1755
58514,1087
61467,1800
48195,94
44299,2155
44983,1601
55240,90
63321,90
58376,1463
40929,1468
81288,1681
39960,1766
58678,319
67751,1671
50705,84
72273,2679
77045,2067
69030,2375
76653,3079
85584,1429
45030,1386
79103,329
57361,1711
77687,135
44337,4039
60553,3360
74637,103
42173,3176
35810,2929
91988,2765
40909,2809
30462,3330
37737,2557
29635,2481
64715,1490
33590,2929
64260,114
34738,1771
51305,151
49851,307
65275,733
40268,2824
57419,2817
63162,3228
46998,2902
50800,1584
51386,3377
50231,1189
68656,99
46064,1446
49146,1937
50384,2041
57373,1021
47952,97
44345,2397
75360,617
45019,2384
61747,3629
75896,535
35477,119
39922,3353
51414,2772
49284,948
49230,111
35365,2930
78425,1301
60209,2371
38832,1487
57328,531
55666,1083
54339,2072
41495,2914
76431,487
40325,511
35757,2393
43135,104
54182,127
65608,92
50396,1977
40633,476
38625,1608
48038,88
29773,1763
49096,2456
41499,1663
36589,1291
40364,128
52462,1499
41469,2524
42381,90
37335,612
80018,1295
40013,768
40807,1095
42007,1054
47147,2208
46006,624
42608,1836
40193,219
50660,1791
34172,1395
47191,693
33444,80
39797,126
33499,202
41045,766
33015,1151
49551,1279
35621,88
40739,1627
42019,88
51410,1521
40171,750
41977,810
36703,652
30204,956
41883,737
38337,996
50315,196
56654,1255
28523,501
36595,405
43950,663
62427,270
45647,162
Numero de fallos: 0,
