Tasks: 400,
Gap: 20,
Threads: 8,
Verificacion ns,Consulta ms
42650,108
48769,90
68509,125
43750,121
68197,99
56809,212
57059,89
66061,156
45382,1095
46266,252
60437,153
53588,99
41612,1036
65372,121
37998,90
35680,100
69212,1788
58173,791
42288,212
54785,1044
50656,99
43511,933
37586,87
66059,101
70090,862
51705,137
63189,229
38444,91
65176,89
54104,1627
49117,695
51459,142
74259,1109
54043,1607
37923,739
34305,97
61535,136
57209,1878
44088,927
52045839,1692
70707,156
48831,1315
57132,615
50740,102
63929,167
55730,143
65241,1560
49231,495
33447,1152
27709,493
46885,1578
64828,91
42275,134
60957,218
120248,266
58218,125
57103,108
27080,107
40723,184
45062,2368
32609,1327
33600,1941
40566,95
34665,1568
54049,2149
39285,2445
61979,1882
36929,179
55360,2002
49291,250
42018,2042
34792,2048
50506,143
36071,1191
44122,197
53733,96
59609,2947
80150,969
60437,3253
13371,2859
67984,352
46657,157
36942,95
39664,1151
47314,1791
56777,1388
55324,1707
53613,2719
35979,1847
36040,2179
42874,2332
48222,1939
49573,2672
33181,2891
40365,1874
48194,1315
61309,485
60482,2015
37293,1531
33859,127
59388,91
43453,870
49157,85
37685,1727
40490,423
41893,2131
47097,244
54207,797
40270,83
46425,2309
59467,93
72180,876
59805,1379
43327,97
56325,148
60645,553
45580,286
55712,1355
58367,3261
55908,153
44809,2939
46023,152
59398,1344
42329,2449
57584,228
36364,114
60103,299
30713,811
54105,780
53757,858
42544,2103
57792,268
47755,2788
36604,303
46381,711
45044,95
43677,2012
44588,795
36356,173
48376,271
43462,114
49338,316
63341,109
60107,2387
59246,1087
62587,254
39252,95
41252,91
64601,278
54011,2685
66267,1318
54986,221
37127,2320
56125,1335
35589,96
59181,2507
54285,1788
41612,1133
55935,1601
50897,165
38254,3041
63310,728
58147,2508
50368,2909
51647,198
46620,287
72723,2038
42778,1607
59048,1271
60441,658
59239,2123
51636,2394
54261,209
62114,101
36113,2819
49152,1566
55442,2643
61535,2979
49897,1791
35651,100
49661,3126
47397,3645
57550,3439
29247,99
46460,3193
51112,3543
40235,113
32087,111
35722,3469
53723,1911
38387,2267
34784,3506
39625,1210
43609,3139
47561,2173
36136,81
34499,2595
35641,425
28402,97
48865,1852
55507,2535
35799,2759
41341,1260
37092,1560
55323,1700
49974,3199
47130,2679
55618,1740
34807,359
50067,1890
47270,886
68450,1639
35686,84
41582,182
55855,1454
45416,95
61306,2104
53784,251
50784,1200
44306,153
59318,171
45437,292
61387,221
36351,2063
44800,2174
28996,1764
43832,116
66173,118
60917,107
36771,2169
43986,2347
38894,2567
51780,2262
33872,3038
38701,1930
27879,1892
27269,2294
40097,1593
65192,475
35610,759
50645,82
51598,137
2320794,245
44842,1001
35344,995
49775,97
65471681,1043
73393128,969
57534,306
59802,1479
37865,107
50131,1723
37634,1171
55679232,159
48156,327
36626,96
62324,100
28267,100
56521,95
34671,184
31852,1052
64944,1345
52756,1374
26952,325
37324,143
42247,193
40022,205
48156,229
55218,1758
34407,1208
46951,368
41278,530
70086,1063
70639,1119
58349,908
50313,99
46065,108
69904,290
56860,1280
65525,577
47940,161
42897,91
40308,723
41619,1568
61519,199
47640,1765
44844,98
46286,99
35375,1031
46568,969
36491,1644
57419,131
51489,218
65982,470
56608,118
55605,1358
60176,261
42073,3199
53301,1817
42628,82
37364,258
65345,659
59182,1071
86288,255
54396,238
39200,1481
32822,202
41541,2029
63304,245
55247,121
47114,2232
60232,1903
53002,1559
37479,632
55505,152
44019,1485
54137,2583
58223,2745
58882,355
46550,88
53334,1894
55467,94
47906,479
50991,81
50355,1087
35661,1053
59259,96
36425,114
53529,2283
53021,2388
64632,1913
51652,1491
34628,1545
31532,101
31238,556
34546,1365
41102,248
42910,95
53213,2995
50467,145
44785,692
57193,347
49800,95
58602,1108
48416,773
40009,849
49650,2388
33142,2180
59253,2208
39024,175
54132,296
46565,148
31614,140
34160,1530
70409,351
33459,1367
40000,1188
51237,1010
31308,1423
41290,130
43231,1397
32569,1023
51431,105
47397,149
34535,94
40208,1472
49610,255
39497,1212
40526,1315
48222,681
35208,735
51156,811
42589,245
49385,107
40151,231
61512,281
36133,560
36789,88
34753,83
36203,336
49466,611
36825,442
32112,934
35559,100
33462,83
39626,674
39166,246
51926,375
36245,314
42276,82
58681,87
36477,207
35655,88
34587,570
32927,268
41524,430
42669,135
55950,202
34889,320
38936,216
Numero de fallos: 0,
