Tasks: 400
Gap: 20
Threads: 1
Verificacion ns,Consulta ms
1049863,162
786971,114
768135,82
688072,836
956280,640
858150,1027
742075,827
976668,558
982393,581
1040653,98
938570,1487
605818,446
607864,2072
894367,1867
4006560,986
1133578,212
1052545,2227
588844,3015
724472,747
629690,2822
900896,214
629700,3854
621614,499
508308,4122
820248,2225
765536,1870
766085,3729
1136077,3841
816208,2570
1124986,4059
1073036,3657
747509,2403
922285,3607
576688,4967
555528,4191
1040977,2740
984775,1823
1218087,1956
846748,3030
746861,4443
1028774,5487
739776,3029
1019728,4828
1026132,1854
924486,1378
635472,4710
753793,3076
683608,284
624346,3032
686377,1198
689624,4306
1390270,120
800827,3320
705305,1865
723488,5121
1045401,4713
1537773,3629
654901,3932
766179,5372
1305564,114
916726,5170
1029500,5496
957130,2707
592167,5303
598619,5783
1075845,6745
914040,5331
1115229,5553
598341,4368
482268,6646
529478,5732
606853,2749
800079,5885
552827,4088
3993693,6356
589868,2938
510599,7248
590183,5379
765910,2964
795211,6887
681186,4651
686563,3213
535519,6655
824306,5349
692659,7726
692986,6945
635890,5763
587544,6577
727926,5071
526590,6733
763917,5623
633622,6217
528645,7503
651768,4145
691960,7390
3488123,6552
931404,6430
1062403,5419
912908,7419
847426,3546
968406,4489
1044380,7225
1119524,6020
876631,5254
1332281,6829
524954,4501
517526,6807
997341,6291
975243,6522
987631,2240
849166,6959
794158,4835
591395,6187
657249,5751
839690,5619
1007692,5572
582531,3167
920327,6313
1036554,3544
916737,4509
2599848,5981
934760,6033
912081,7222
1175754,6724
1108167,6771
923869,5016
866248,4660
991044,5499
1005687,6779
997609,4709
749056,5220
1012000,7603
932636,6203
1291694,7127
709065,7676
934425,4662
1442278,6845
962558,7736
1185015,7016
887937,7954
935476,6429
1001241,7212
7464852,6313
1048520,8181
1128044,6165
1079079,6196
987769,6900
986485,5744
911814,5158
3424672,7409
1181186,8196
768462,6126
1054710,5508
746206,5891
702842,8185
1021394,5338
993839,3974
982856,8298
1171908,8556
1308564,8077
638916,7032
1041510,8490
1045292,8059
1028697,6967
1083549,7295
1065473,6203
936752,7548
1096705,6182
969592,8103
1003025,6483
775223,7573
1113377,5361
970381,5377
1019220,8063
637511,7999
711563,3551
825495,3746
4858146,6516
1089338,6987
889663,4117
904664,8590
816175,7235
464719,5443
948158,7725
927895,7830
1161237,7929
990553,8074
798215,7009
843804,8759
965542,5149
1069184,4484
942668,4999
1036941,6326
4128255,8203
544295,6447
540405,8443
603654,5681
604416,9235
539371,7740
981670,3566
828939,8283
16006217,6792
723196,8248
774800,8619
799377,7703
917827,8455
665077,296
1199675,6675
633122,7681
1026855,1927
965764,6315
2045728,6031
2924975,9011
579070,8555
721873,166
592923,5895
651839,4164
902106,6957
626004,9291
688046,7997
6204023,175
830948,9426
1002233,235
1041393,7545
957114,8679
858545,10866
583805,4114
984875,8339
7960155,9887
522721,10383
576168,11305
1033910,9655
563660,10754
530004,9387
510523,11266
654832,11146
601652,10955
595062,10655
691812,9640
1003767,5972
989162,8875
1060674,10187
482915,7955
582016,9131
895148,9792
1090575,8907
1105365,6147
907793,9354
553408,3741
628151,10337
991145,6915
937668,9103
981756,7135
1000795,10570
1023490,10101
896553,12193
977115,11363
1205184,9644
1256005,7831
1017196,9768
950120,8619
666200,9903
584522,10793
956784,10091
1153043,10370
908682,6462
1126102,9641
1081195,8487
967768,7475
1107890,9183
1209733,6395
989803,8010
1066591,10817
822920,7463
769757,9743
814894,9711
1175924,9359
1227005,8948
1342142,5773
1127545,9895
1027437,9303
1069751,11547
917199,3071
881282,8522
988316,7230
1078375,7839
722329,3994
739172,8034
677469,6392
777441,9727
697328,11041
733035,8343
771658,9600
803631,9777
991995,10328
1061502,6935
1019224,10283
1014831,10712
742170,5103
730352,9265
981143,7883
848596,5554
4860940,7066
1168323,8725
1081061,11266
1066384,9855
1167499,6504
931876,9252
927321,10912
1090834,9683
872715,9291
729329,5411
1232014,11137
1067817,9783
1063300,5917
1045352,5743
985843,11344
1210488,7956
1115427,11119
1026548,9841
1071439,10354
964825,6705
1013178,8195
1171437,7840
1389589,9721
1068151,10554
1119005,9873
1020507,10718
945778,11211
982569,9232
1016297,9767
997190,7475
1076279,7192
1197845,11572
1055344,10515
967661,10597
981443,10735
975733,9319
1133964,8939
1314268,10601
1376619,9183
1055347,9403
1056645,11160
1130555,9867
1022218,9975
1059206,11391
1059078,7721
1018683,9013
1209074,8890
1000972,9844
1056167,10599
1199886,10215
1042235,9987
1026364,10651
1123049,9787
1277012,10933
1054443,10983
1069251,9997
1091325,10327
1041259,9137
1062953,9139
1095442,10803
1110101,10283
1039205,9770
1168711,10178
976244,10974
1079394,11723
1024593,11252
1035733,9493
1005552,10091
1076878,12082
1025248,10502
957773,10848
1028586,10671
1027768,11978
710851,10764
786098,11551
859293,10947
1037015,11106
1098224,11055
987194,11906
1062384,10639
1432636,11767
1097996,11190
1042388,11086
1278739,11174
1066748,10806
1095829,12096
1016107,11243
1076257,11899
1000050,12026
1956625,11295
930623,11663
1136118,11562
1004928,10844
1012234,11723
990231,11910
1006491,12190
971551,11914
801310,11851
Numero de fallos: 0
