Tasks: 200
Gap: 40
Threads: 1
Verificacion ns,Consulta ms
40413,94
47305,1054
65298,819
35287,143
48029,2417
52419,1916
46976,2015
37671,1603
46662,2497
49412,996
45413,1464
45146,2173
49201,2498
47368,2290
55447,1134
41896,2275
46061,1403
42075,2837
43929,1575
50900,2569
49476,2696
37832,2784
43553,1861
31286,1668
46940,2819
44962,2095
46816,2537
38923,2790
38860,2679
47646,2309
48670,2091
38441,2182
45697,2967
79618,2333
36234,3031
44322,2363
53326,2293
44669,2767
48637,2669
35790,3106
47635,3321
46753,2714
50318,2931
43579,1523
39168,3126
32194,2111
48098,2172
62809,2695
43416,2225
39167,3437
32379,3533
42037,3072
38774,2623
46667,3016
44513,2918
48698,1967
45476,1994
44381,2170
48232,2013
47867,3691
44474,2796
47882,2749
37044,1564
48640,3387
38850,3116
51025,3555
46813,2395
50971,2955
53496,3517
32756,2733
46802,3865
50842,3268
35979,3610
36910,3419
39323,3493
53125,3871
44595,4265
52035,3411
45606,3612
49083,2614
29968,4050
48474,3903
37341,3877
30498,2793
48210,3896
38015,3735
55662,3767
53304,2739
59713,4009
42539,3759
45951,3372
42418,3979
45455,3945
55348,3945
51029,3423
53014,2955
49267,4107
49173,2352
47456,4476
35604,3489
67235,2031
46125,3586
40440,4099
47796,4058
59897,4435
32767,3719
47014,4015
35298,4632
53670,3107
53281,3955
50892,4113
44960,4059
51059,3719
54846,4074
53896,2871
38255,5093
55649,5282
63281,5028
58489,3659
32732,5263
48204,4983
43869,4817
56073,5115
39826,3675
52107,4624
48712,4634
33471,5024
47678,4234
60326,5181
51308,4620
56130,5475
53634,5000
121301,5710
134996,2072
100098,5268
126049,4366
119874,5701
94429,5535
126724,5046
107847,4664
103510,5452
100704,5433
92597,5448
91247,5645
92257,4391
125658,5572
189509,4628
119661,3684
90617,5232
105941,5235
119747,5443
93644,5164
106944,4491
108692,3335
172246,3964
115425,5224
102113,5016
113400,4782
100272,5170
88304,5433
121488,5521
139052,5403
125307,5733
115864,4856
101606,5065
103102,5104
115591,5560
106289,4340
111431,5580
95020,5629
109323,5418
125999,4872
125016,4587
119196,4768
90620,5448
92487,5335
103152,5152
111361,5249
89083,5766
112560,5424
94061,5304
155403,5859
134083,5680
85528,5500
133550,5259
96450,6062
99614,5679
98739,6150
91205,6028
89200,6238
118054,6389
96176,6200
129320,6600
152032,6334
107542,6243
178868,6475
98222,6595
112851,6456
101712,6791
127963,6567
Numero de fallos: 0
