Tasks: 200
Gap: 40
Threads: 1
Verificacion ns,Consulta ms
36290,102
43108,227
72619,438
36780,95
89348,125
47036,2056
48023,2392
40503,2731
48090,2367
90830,2285
35316,2839
59761,1899
36356,2921
46522,3271
78153,2376
46073,3073
46403,2927
46932,2168
49312,3339
56827,3521
52761,2987
48439,3085
44849,3567
29452,3413
47938,3629
48484,3045
43461,3819
30856,3989
45517,3412
36166,3800
86331,3697
50347,3134
41650,3440
54680,3940
44639,2933
52000,2488
50573,3883
37597,3400
74405,2570
52677,3749
39400,3705
50178,3550
44437,3308
41824,3660
32017,3520
47578,3519
47470,3922
39134,2071
33115,2930
37193,4009
51912,4261
48620,3888
55068,3103
52189,4645
49964,4400
41627,4851
53405,4233
37645,3259
40192,3389
43375,3208
46821,3738
46790,4937
47808,2895
41165,4653
42771,3997
15180,3943
47764,4909
53686,289
42965,5381
34607,1349
44262,7163
42094,6988
54583,5681
48798,5172
36999,6256
54748,6299
32655,5340
45693,6821
37318,6662
44071,6712
40406,5552
37443,5939
39513,6645
45494,5619
31383,6396
36082,4425
48712,5993
31664,6456
44623,6044
47672,6561
31166,5859
53405,5935
31353,3508
44467,6257
47490,5252
41008,5930
43929,5151
40407,6918
40178,5011
40524,5070
34082,5918
74653,5665
43109,6664
29504,4383
45487,5592
47204,5603
46541,6351
36065,5618
53285,4308
44703,5665
34644,5870
38263,6625
38512,4651
52525,6616
88774,6214
36364,6461
115167,6045
77897,6193
115143,6499
150228,5140
95511,5995
94964,5465
92725,5408
90850,6032
112150,7045
119206,4365
111452,5773
102888,6402
86797,6929
107980,5331
94188,6360
102377,5152
99327,6174
83136,6965
92003,6076
116760,6339
87012,3957
83207,5697
85298,3587
54212,5632
82505,5528
122323,6883
105799,6152
86266,3773
82375,5370
88585,4419
193425,5569
79821,4244
87002,7074
92244,5609
47876,6203
120295,4572
86832,6837
381361,7141
102822,7216
110192,6627
81914,6967
107085,6084
86554,6461
89588,5435
85060,5643
80781,7264
89440,4949
100873,8042
84944,6840
117648,7541
116182,6881
93998,6907
161324,6248
132083,6452
95865,7514
155915,6617
95251,6668
81194,7042
91498,7491
120670,6904
103683,7321
87260,6916
96122,7040
100118,7505
97265,7839
86374,7017
87302,7047
86323,7596
78242,7448
99119,7991
149837,7630
125506,8252
119253,8008
90509,7687
93189,7664
85960,7687
219795,7852
81936,8151
85324,8082
108070,8185
101539,8119
84880,7964
97800,8256
113867,8379
Numero de fallos: 0
