Tasks: 200
Gap: 40
Threads: 1
Verificacion ns,Consulta ms
39880,95
48388,119
32341,1567
37638,2496
34673,2533
32985,1827
53040,2547
52088,2541
45947,347
43060,2482
40773,2095
33212,99
42705,2435
32340,2526
46715,2747
49557,2463
42482,2863
74576,2148
50584,2087
44784,2567
41749,2883
46040,1707
44289,1225
48589,2636
47785,2299
48361,2067
50009,595
42823,2853
57390,1498
43738,869
45165,2647
58946,2734
38072,3176
56506,2969
37016,2989
45534,2211
47790,2901
55494,1955
39754,2037
54229,2767
76795,2578
46438,2707
35821,1847
40253,3027
38946,2361
52457,2331
48699,2855
50364,2255
49706,2985
41547,3068
50762,2915
59006,2642
49928,3551
61766,3429
45968,1664
37339,3503
45749,1391
40466,891
43678,3169
45535,1887
35368,3528
49942,2055
40834,2764
46068,2922
39392,3467
27534,2787
49579,1771
52253,829
40841,3107
49552,3243
45830,3995
49031,3400
32902,3417
37325,2303
70658,3217
43225,4240
52765,4087
50478,3371
40786,4384
33241,3587
42220,4007
36781,4333
30874,4677
40755,2379
42844,4049
48148,4327
28930,3157
55250,3963
28386,911
40058,3456
47542,2295
46309,3528
43096,3651
53883,4061
42200,3921
51712,4531
46315,3473
40843,3240
57975,3663
68563,4393
45428,3816
31690,3219
43868,2269
30059,3549
41496,4925
50140,3900
47423,2063
29187,1769
39213,3656
35816,3755
42384,4230
28105,3141
82739,5292
43052,3889
37288,4564
40840,4973
36311,3731
35603,4939
50442,1508
45946,5425
36653,4039
51811,5079
50922,3873
43799,3958
56905,4852
52388,4586
47625,4637
48333,3381
44020,4810
99528,1056
97435,4744
111087,5080
100690,5095
87189,5378
99123,3834
97913,4688
99594,5202
89040,4939
87045,5244
90119,5016
86386,4401
110363,4178
85294,5250
118044,5082
90146,5284
96263,3601
85933,4340
119810,5538
88676,5245
86617,4545
85518,5917
107332,4153
97205,5541
100990,5032
85852,5898
124779,5823
88332,5404
214357,5029
106160,5459
94897,5788
129059,5099
86119,6203
85434,5765
100445,4933
113159,6024
95601,6165
116009,5166
111819,5660
133866,5512
119988,5824
104008,6034
109724,5423
116239,5529
80920,5813
89307,6180
102361,5884
97706,6454
82749,5697
130318,5688
91682,6000
115585,5503
110620,5924
96150,6147
96463,6352
85291,5997
85926,6327
106407,6788
119172,5858
86230,6378
80991,7156
91335,6741
118588,7089
83076,6544
104285,7382
113947,7129
91546,7352
97589,7145
118788,7303
100851,7072
81737,7147
Numero de fallos: 0
