Tasks: 200
Gap: 40
Threads: 1
Verificacion ns,Consulta ms
54251,88
90084,417
54954,97
47442,214
56453,93
49693,83
41038,99
35941,800
47107,563
51517,443
57403,487
60643,101
39868,107
53976,3713
50386,3224
54564,2947
48210,3844
47994,2938
52465,2949
59897,3695
40973,3640
48088,2084
41508,3919
42577,2847
53048,3356
50478,2791
75968,3941
53207,3402
46230,3972
53903,3797
44286,3692
43036,4142
45345,3445
46726,3793
50937,3193
33687,2852
44264,3197
46150,1825
59072,3098
34301,2129
48430,3274
42234,4195
51410,2986
50529,2327
38862,3275
49311,4301
33407,4161
46663,1744
42396,1415
35428,3806
36205,1808
44944,3983
59472,4318
48759,4456
45620,5075
35689,2267
34253,3372
47452,4211
46064,4204
64540,4433
50249,4764
44499,3731
60244,3047
35717,4303
52256,4192
38235,5098
32459,1803
42563,3707
54759,5241
56646,4295
46432,4494
49382,4812
41485,5339
41706,4085
46763,4883
46042,4875
46309,3706
29893,4059
70338,4731
7504,3086
32842,4527
70153,2898
67429,4572
84160,4039
48607,3672
39081,5069
50589,4993
48312,5237
55216,4842
45952,5172
46519,5399
53420,3963
40691,5176
32065,3009
43702,4978
56954,5730
66027,5228
37847,4811
37277,5601
46474,4979
46273,3713
43203,4041
49220,5506
42391,3284
53914,2875
43268,5371
86284,5284
48562,3606
37556,5114
47496,5580
48309,5988
55012,5539
30944,5548
47051,5735
74173,5662
35047,1755
40745,5913
43092,5451
43349,4051
45582,5385
46408,4420
56365,4503
51725,4475
48368,4050
51486,5745
74678,5375
43105,5232
57215,5663
39574,4834
41414,4408
105943,4617
110780,5256
85037,5288
82164,2903
95648,5319
110960,5411
109547,5916
104064,5258
99958,5278
98438,5758
161518,5249
110109,4613
113410,4489
95095,5114
148331,5758
120656,6025
57204,3582
125324,4815
92805,5589
82768,6100
109945,4444
113710,5809
98615,6385
85588,5443
87513,6668
93353,5324
87516,5805
129894,5708
92635,4365
84613,4792
114495,6188
92254,4203
93439,6522
91135,4676
133576,5808
95929,5192
95708,6281
109417,4597
84880,5116
113303,5178
81907,6384
110139,5680
87473,5064
81268,5551
121552,5904
103126,5491
88047,5809
126316,5793
101011,6609
97323,6437
91048,5992
94960,5899
183957,6385
107890,6155
119912,6351
93112,6440
93845,6188
90413,6619
94283,6489
112727,6586
94486,6640
94730,6656
86109,6660
110536,6824
83069,6948
134471,7048
108097,7010
103439,7151
102734,6922
141258,7292
Numero de fallos: 0
