Tasks: 80
Gap: 100
Threads: 1
Verificacion ns,Consulta ms
85551,88
74914,103
63345,81
51279,95
7893,95
25865,90
45199,128
38769,88
29490,83
53362,107
53683,89
42484,100
33224,92
34813,82
44449,81
1,83
49516,86
40123,83
31859,93
45144,84
38496,82
38359,84
41838,83
48709,85
66123,82
39757,82
47200,87
43292,81
53276,81
47544,83
56251,82
39996,96
35964,81
56519,92
43205,103
31620,82
34480,84
40035,83
35775,82
46317,83
46153,83
52692,83
64552,91
38228,83
31279,82
29014,84
50396,81
38853,81
54115,81
32396,81
40009,85
43891,81
37160,82
38803,81
46313,81
40214,88
32236,84
34428,85
32968,81
43779,82
33078,82
47772,83
50178,82
47101,84
61455,83
41263,81
40884,83
48633,81
46316,83
77508,83
31192,81
41368,83
36138,81
47234,82
37424,83
53426,84
45260,82
54206,84
61147,82
43065,84
Numero de fallos: 0
