Tasks: 80
Gap: 100
Threads: 1
Verificacion ns,Consulta ms
44977,84
38340,251
49793,284
51705,83
45713,84
57282,215
42348,238
30878,440
49468,408
34266,543
51072,592
46071,219
46219,474
44770,625
41657,587
48796,249
42467,635
40577,632
40775,442
52102,319
45992,459
41802,455
47751,566
41494,362
29881,490
62367,568
45107,221
58287,281
38837,480
31365,163
37743,458
49263,209
32386,298
34813,199
57628,289
87436,303
81736,351
136496,396
96459,394
49047,94
47802,94
46828,90
49253,178
47944,248
45343,259
53178,191
37510,390
36962,105
43207,141
55177,411
42938,300
125361,308
45897,399
63388,313
49628,439
64295,325
37282,351
51985,80
57157,86
88966,175
40015,249
50234,252
77110,353
56889,264
48972,251
45456,267
43371,81
47605,340
44640,379
44392,333
48114,157
39938,252
34867,93
46372,311
66638,210
32563,268
54570,142
49934,154
155731,241
38930,122
Numero de fallos: 0
