Tasks: 80
Gap: 100
Threads: 1
Verificacion ns,Consulta ms
88257,89
77115,89
60143,98
67801,327
48312,100
53116,426
64353,755
56673,126
58107,82
52182,726
40091,534
52174,119
46000,220
46690,83
32204,598
50271,653
54556,436
43925,716
40080,323
53366,187
35747,361
49054,653
43305,546
34147,864
47294,240
47910,343
53549,678
32526,342
54659,645
76521,584
51380,697
29571,559
68463,689
52282,707
46747,657
33918,446
32507,467
45185,694
44426,577
44300,403
39396,603
51077,578
38807,569
42365,390
45748,488
46821,447
31238,279
52566,531
45053,348
45918,349
48546,387
41879,333
45334,387
47814,389
53070,365
40338,152
45302,201
37463,287
51484,353
60732,266
46607,87
49091,204
42659,158
65491,83
47675,193
49485,150
49741,105
46826,81
51360,97
48644,250
45962,80
39522,82
39480,234
40245,191
56756,81
58009,125
54843,315
64597,210
55962,188
63216,82
Numero de fallos: 0
