Tasks: 200,
Gap: 40,
Threads: 2,
Verificacion ns,Consulta ms
125059,86
39130,123
50933,90
53088,96
51239,184
41054,97
43801,358
49209,434
60207,200
54927,91
29122,98
39757,214
51459,118
36751,173
46612,326
46590,310
36877,97
43184,148
49634,285
50890,86
52611,1036
40342,354
44478,101
32371,908
41785,1187
52427,1120
41066,1181
49002,289
83518,675
53779,522
45137,1264
48196,938
42853,982
48620,1286
40725,1523
46890,1723
32334,1476
41535,84
36231,975
35993,1277
46036,1750
40745,753
40123,503
46016,1686
52827,211
49432,962
42286,1282
45539,1454
47005,91
52602,1506
46111,1908
48521,1920
45729,1678
45690,2087
46938,1247
49492,1524
59857,1111
50241,1302
46127,1018
38895,108
36664,1102
32236,1732
47748,726
22699,1790
47123,1230
44468,1911
35844,1090
33184,1170
33473,1039
41255,1662
47485,1248
46927,1361
24039,1657
39397,1459
24061,1346
36488,840
34034,181
54666,486
26687,1285
36995,1441
32707,1000
25577,1208
81342,1523
106292,332
119402,90
40524,950
24214,442
58046,1098
38777,84
59612,110
31885,1109
32139,293
46468,839
45504,86
36627,1688
47606,361
44986,1007
34979,434
51989,117
44817,1560
40605,1405
43574,1674
29898,2094
52165,1661
58140,1377
44935,1705
31456,1230
26230,1394
39065,1375
42298,1374
28868,1218
31870,1659
33659,1383
46104,1102
41518,1739
51362,1198
56730,948
50392,1226
59795,786
53022,1540
49234,772
39734,224
32904,1648
82716,375
46389,1878
34726,1962
47571,1306
21500,239
40476,2733
45068,114
56502,480
49999,669
50591,1876
61237,1342
49601,1555
37260,86
42094,1958
36882,2990
30751,3328
48983,2872
39172,3763
31976,2435
30462,1957
41061,2938
44738,2878
33391,2621
38780,2280
33809,1970
38181,2799
57854,2413
57890,469
36353,1222
40164,2555
31048,778
40395,406
32100,1030
32361,841
42126,2214
48113,2109
32336,146
55887,1718
24112,2137
43846,1802
32898,2139
58212,93
43180,1260
31983,252
35146,1614
54168,1588
36781,1360
32753,83
50620,698
31346,1810
50535,2457
38118,1878
49504,1017
23565,731
51939,1186
31077,1278
52622,1792
55699,2571
24419,2025
43690,1076
76374,2122
93990,1970
106313,1145
81569,1406
162005,1718
130756,1418
81826,1108
91595,1985
94689,1542
101422,1340
223247,1362
91145,1136
295645,1472
213134,1348
100881,1614
64035,1451
102852,1523
Numero de fallos: 0,
