Tasks: 400,
Gap: 20,
Threads: 2,
Verificacion ns,Consulta ms
40023,82
55478,92
49122,224
42241,85
58246,115
53491,82
54203,440
58400,83
51600,106
71845,1118
53834,206
50397,1350
57012,851
51397,1502
57169,1694
51385,1760
35864,2108
57632,602
59116,212
49362,91
49386,1630
52067,1018
61151,2034
70999,2046
44609,92
35110,1467
55449,1314
32136,1322
35403,1583
42136,1266
48130,518
31174,1510
48339,1470
60014,88
43702,615
54033,473
47204,1430
47786,2448
52479,1386
64887,1417
61970,1060
42566,291
93287,175
43909,990
55910,1909
45055,2284
44083,1492
62956,175
36153,1862
39985,2748
61124,2995
53612,2708
62947,3238
71021,123
38185,664
44107,3181
57965,3217
57483,1637
51994,1758
55250,190
56024,3106
34648,2998
46950,2025
56571,2919
52674,197
36997,203
57650,1909
40116,3167
49960,3455
56564,3445
58962,3561
56893,172
52319,3002
40055,2453
59069,3674
52488,3459
39108,1296
52974,3453
57218,3447
55681,3481
59979,2977
60724,1097
35395,90
57706,3328
57085,3631
63686,2961
68329,92
85607,6881
56164,6495
60015,5572
40730,89
44789,5817
69531,7876
63821,5178
40337,6278
57216,7545
48132,6052
61782,7128
56711,6540
48368,5330
55807,3624
42227,2640
51010,1005
60829,5792
43873,4435
64165,7745
58741,6700
70851,5943
58480,6802
35839,7641
59442,1373
60225,6390
68863,5750
55386,4744
59249,111
66603,7761
47709,7698
60066,8128
46748,6620
51002,8524
42511,8269
49108,7515
47524,7952
52163,4845
48272,5030
52684,7572
38821,7411
42900,3971
67206,7244
37183,7699
37313,7008
55449,8057
62782,8063
54319,6433
56168,5654
63933,8250
38769,7348
53200,7429
60135,9418
43477,6491
48603,6481
42866,6107
61111,7613
59614,8680
37070,7227
64471,5644
63923,6175
54829,8260
64014,7723
62943,8955
56075,3546
48111,7406
46116,7906
53287,8187
55346,5830
49278,8572
57756,9094
38713,6910
56594,8043
61098,6891
46906,7035
36537,6354
59312,5918
43907,6584
53063,5727
59307,8538
40801,96
52918,7724
44519,7686
59907,8228
50202,10219
34098,7715
50761,8764
56980,8649
58552,8057
51706,6792
37141,6832
57136,7838
38106,7862
54213,4610
60178,7206
43054,9210
56327,9240
48064,8360
65264,6791
46115,7186
49195,5793
36165,3464
40887,9007
50313,6128
41124,8473
43505,7978
45613,6303
50499,1617
43219,2811
44525,7307
54692,1680
53695,8214
43643,8002
41800,4045
41326,2689
51528,8534
42338,8258
51909,4983
34469,7832
43651,7701
40818,8659
60346,8203
60083,7800
55571,7373
49747,6362
61968,6296
32624,8023
43042,703
55395,5457
60599,7660
52875,6866
52432,4021
43543,8000
39533,5415
46258,8598
64787,5486
72144,8317
59546,7694
51788,7468
55105,4912
41224,8258
55141,5450
52596,7529
44520,7638
34759,1619
55125,7839
49258,9346
38510,7749
37793,8434
55304,7574
75789,5351
55318,8739
50155,2519
58594,9062
51488,8544
56039,8715
47735,9051
48621,7788
57213,8914
61952,8204
50709,7699
51889,128
51077,5817
58311,6437
46522,4895
68202,5603
61928,8143
52241,7551
67189,7341
36300,8008
62744,8965
35810,9434
59585,4286
54809,7060
11803364,9154
42874,8661
104143,6910
44162,4356
45558,8826
52976,9292
46610,7172
56551,9224
38009,7919
43221,6996
57787,7909
51182,1716
34973,4164
33443,8521
58597,7090
41936,9002
47633,6327
55911,7664
37724,5398
54689,3145
42479,8271
42027,7088
38896,7248
34359,7361
65582,6107
72000,7772
58152,4388
60576,7065
38438,6951
67786,6212
53466,7053
55445,7963
38051,3947
63458,7523
40143,3895
71731,7138
52242,8067
62882,5214
39611,5413
65204,6306
38691,7662
68329,3104
42032,6989
60311,3862
65285,5926
112407,7963
109504,5232
128528,5124
106103,7358
107549,5763
79169,5693
151113,2728
124492,4032
113920,6327
109399,4438
258469,7356
94379,6041
112320,5056
109969,3557
99544,3649
123009,6599
94579,4523
122404,5308
119683,3857
141765,6972
103677,7071
101765,4815
297158,4370
92732,5403
118649,6468
97238,2006
138050,3022
76597,4567
137352,3734
96186,5965
161588,4820
195697,2869
132263,5553
135266,4011
133543,6587
177839,5180
150151,5341
97977,5077
88405,5056
119143,6106
119647,4889
95448,5947
122530,3100
177949,4112
133112,4404
104783,4251
137492,4411
148979,5911
100045,3872
114288,6036
106678,3731
108428,4951
98204,4119
138952,3531
130705,4980
86423,4710
268886,4287
238258,5371
116567,4232
70914,4561
120355,5168
97843,4932
109611,4179
89120,4282
104312,4972
142600,5014
121779,4583
87503,6052
97683,5636
111813,5697
130632,4527
108893,4501
82892,4832
140505,5757
148665,5147
94141,4571
124468,4671
114980,5012
132216,4759
97747,4791
191934,4851
128845,5196
121578,5366
130131,4809
140752,5288
120555,5184
146065,5171
120546,5449
112749,5585
136011,5271
106453,5366
161097,5583
191677,5008
106684,5277
106948,5471
Numero de fallos: 0,
