Tasks: 400
Gap: 20
Threads: 1
Verificacion ns,Consulta ms
101489,107
56878,91
74293,371
58042,711
45714,108
50787,89
48462,2658
68437,2626
44296,4146
62867,1056
69525,197
70405,848
65624,2818
65607,109
48848,2428
62272,3350
60615,2259
53388,3530
45906,116
44844,3247
61883,1920
68560,2940
64535,3049
60132,3099
36983,2859
61743,4275
46254,3209
66230,1947
65418,2558
38842,2977
85759,4367
58310,3991
39991,186
65203,3465
64333,82
37296,2722
59735,2983
52307,4154
48088,2333
70571,3305
74891,1178
76787,90
41626,4299
62214,3024
60009,115
49337,4496
34986,4835
47743,3555
47848,4669
66666,2221
43607,210
51952,4766
41884,2566
47869,258
64718,4226
71277,2769
66717,2738
49421,3727
55816,3493
42233,1664
59531,3515
59047,4846
42323,3996
42755,810
56093,4227
45067,1578
37071,3409
68022,2454
63112,4116
63467,2653
55147,3784
58456,2260
59937,2697
43903,3296
66936,4062
54238,3862
64746,4374
54112,3538
52712,2908
38234,4668
59175,4408
73294,2354
59935,4335
50064,3578
80064,2040
45384,1570
39616,4487
36247,3773
64594,3850
40894,4297
43529,1414
68533,3945
68044,3100
33293,3307
36840,3979
46957,1786
73588,4308
42429,3793
57477,4185
54315,3424
41055,1787
65889,2621
55720,3001
52107,4379
52393,3350
49668,1944
44896,95
72824,4636
49949,3742
54390,2346
62408,5092
46361,4948
64953,102
50891,1212
58292,2955
61388,4743
46765,1963
72544,3563
41368,2900
46090,150
69785,4263
71035,4051
54349,3451
64552,4260
43402,4052
61070,4208
41048,5026
70094,3272
59983,2603
63309,3743
66031,1194
60042,3950
69564,5304
46207,1994
61624,4734
57397,4952
63827,4808
55597,93
55562,4968
67335,2233
76129,4529
58493,3736
86884,4099
52358,4663
66877,4182
47701,4502
36252,4288
52060,4852
50422,1491
37270,3884
53098,2850
36001,3749
68963,3654
1079413,3743
52394,3234
65850,3779
37090,3055
58302,2195
52260,4504
56115,4935
65021,1304
59184,5358
29061,3577
65290,5219
73239,889
65587,5584
66240,2986
42385,4232
52201,4335
42395,3676
63815,5250
63978,4809
61520,3854
64364,94
68017,4520
54955,3615
60339,179
58510,5595
40501,4736
38847,4424
63704,4854
81527,5940
43898,5476
61268,5999
44694,4527
62937,5952
73768,4914
51096,2428
46078,2643
67487,3929
58014,4285
58719,5208
43221,6133
38888,4591
44238,5507
66402,5609
46082,1830
51375,4415
33000,3283
63968,5631
71808,6027
84385,550
57130,1244
59432,5575
64866,4359
61236,5349
59756,6265
65199,1765
54001,4617
36535,3210
52783,5039
66045,2932
89721,2898
68936,5555
58672,2316
66356,5683
45351,6662
64488,3549
55051,6366
44738,7204
63309,5395
59178,95
46713,2750
49689,8438
47355,6337
58050,7445
41789,6099
52339,3576
66891,3198
78710,4632
64873,7576
75152,7862
68321,7870
38252,3738
65288,8031
53051,6447
56923,8050
48728,7934
40497,7524
49364,7424
85171,6144
45070,8207
40637,1597
73772,4948
60057,5125
64291,4324
63963,8197
39149,7936
51029,6622
57591,6086
62322,5338
67751,302
46950,7229
51066,2888
57508,7886
40651,6291
41080,5498
62216,1271
55602,6703
36631,7434
101571,6182
36999,6285
107046,6839
2965489,6704
80097,4250
34141,4663
52166,5624
56894,8842
59926,6239
34528,8716
27806,5813
57177,7166
66020,6764
44454,7145
41352,8511
34982,6023
48718,7815
45961,7464
58494,6153
66558,7411
59597,7009
56691,7948
43935,831
52950,6914
63477,7867
57756,7047
56311,7002
28199,7788
41704,6775
40318,6061
54776,6408
58477,5976
58837,6604
58255,5719
68898,6245
60576,4674
38022,5105
42229,6959
32294,4685
72077,544
37959,7073
84036,6448
60050,6060
65983,5967
63525,4119
54834,6028
65072,2679
45651,5108
65573,4904
120449,3972
107953,6259
103343,6319
118678,5594
116831,3442
69989,2395
118532,2708
119480,4536
119888,1778
105796,4378
162209,4664
136188,2504
154408,2720
180615,5579
132269,4682
119250,3988
164618,3961
135394,4770
150124,5949
110696,5199
133018,3415
116246,4844
139229,2357
137018,2187
135511,5635
80168,4269
119594,1904
96804,4223
94335,3349
113813,4671
97686,3809
157929,4886
122678,4851
143122,3998
102748,5813
109932,5571
125276,4949
128662,5287
126192,4970
127208,4896
133532,5780
157756,4571
104382,4092
66631,4113
151501,3871
138554,5343
123516,3040
67015,4924
126820,2961
122274,4062
147692,4081
159118,3387
159279,4368
108264,4388
108862,4079
94562,4878
117869,5794
92685,4699
143483,3730
95682,5100
118772,5116
92067,4166
112280,4648
143332,3734
140743,4932
344976,4480
138628,4808
189780,4828
120797,4559
108398,4046
126901,4678
110804,4187
121481,4005
136971,5490
108098,5119
188453,5011
159743,4515
119199,4926
109761,4670
122504,5014
120733,4387
112678,4570
129139,4791
91348,4983
99949,4878
125608,4908
89113,4774
91192,4725
98611,4584
100048,4891
120536,4789
Numero de fallos: 0
