Tasks: 80
Gap: 100
Threads: 2
Verificacion ns,Consulta ms
628552,92
883071,93
826553,88
872764,100
809426,90
775874,89
899312,91
527002,157
1011250,198
806356,80
614119,153
532558,252
553452,81
662243,85
678975,149
607368,83
546868,86
520512,79
798485,190
871909,88
1361644,78
477523,78
520692,78
855445,81
761672,86
904572,161
557209,84
766995,79
551922,80
1076979,81
601231,80
798149,82
544959,80
886705,78
683256,78
532933,80
889488,151
950816,79
882334,151
659503,80
529074,185
895524,81
1388659,167
551511,79
592006,81
11585217,91
569177,80
1224712,92
713383,78
541962,151
620099,81
1051213,85
798690,80
790692,80
671188,81
822507,80
727811,207
938024,82
918531,92
831943,91
723831,88
898192,89
517547,220
567700,93
634189,232
530438,197
671629,106
619772,99
779025,80
1111605,147
770676,78
857545,81
541450,78
596626,164
487675,108
754047,80
824945,78
909177,80
834905,81
1129881,80
Numero de fallos: 0
