Tasks: 400
Gap: 20
Threads: 1
Verificacion ns,Consulta ms
6666765,87
4345509,1299
4894351,1047
131709157,1678
13457564,2063
4453373,819
4553876,99
4601963,1082
4493894,2563
4625865,2507
4325388,1714
4446652,3647
4559914,3491
4400363,2956
4546610,2998
83587988,2809
11493511,3310
6783748,2624
5194001,3361
4369897,4131
4630624,4081
11715824,2273
4392140,1542
4496566,3851
4460772,1947
7502038,3716
4401746,625
11958038,2611
4523641,2726
142820581,1284
4625184,4227
4521286,2017
4723603,3848
4522345,4623
4248205,3474
11691134,3510
4375621,3191
4386947,4018
11967529,113
4555326,7568
5009817,4511
4345455,9322
4386211,9239
51670957,7989
4401150,9049
8467581,7618
4719984,5282
4548595,8380
4486719,8982
4422715,9315
35764089,9032
7605628,9206
4562565,10187
4437477,9951
4428464,9765
4364157,10115
11768723,9343
71772877,8003
4362022,9301
15799238,9840
4521822,10320
4337988,8043
4406697,6377
4583505,9493
4388265,9351
4400817,8859
4457700,8511
103827192,8164
5605892,9803
4303477,7635
4243362,10453
145120738,10170
21641166,9975
4326848,9531
4475953,10201
91662544,9760
4528801,11363
4537121,9928
4415950,10525
4516914,10225
67611638,8751
7965598,10953
4567800,9867
4649198,8351
4271913,9922
4221716,9587
4570926,9660
4337402,10212
76290797,9582
4343367,10489
4574366,10195
4549313,9861
4560479,10245
4449788,6063
4446060,10971
7722760,10109
4942804,9327
216461116,10791
121187214,11715
4343254,11291
25619015,10803
7262679,11274
4329228,9172
4637171,10266
4435573,9759
7600600,7437
39687225,11314
15791059,10333
4343261,11399
4439902,10556
26692848,6573
37990651,11755
4435376,10215
24119043,11819
4467929,10927
4624685,10499
4474582,10414
7908294,11179
4320447,10179
4394582,9648
13662068,10416
7519867,11539
4257180,12541
4447937,11612
4619641,9765
107822053,11295
7890665,12392
4418024,11755
11516509,9767
4304516,10405
4726135,9821
22169067,9989
4455881,11531
4669897,10389
4434306,12138
43798525,11651
6936242,10475
4162898,11299
4304691,11683
4481474,12580
4232984,10457
4242753,8680
4376400,10686
4217641,10774
127629624,12856
12152829,12965
4558668,13108
21368126,10558
4435298,11467
4538032,13403
4401394,13412
139712638,12537
4486417,12351
15979048,12885
100696134,13697
4777906,13073
4368840,13122
4318964,13223
56476831,10765
11980804,14055
4490163,13885
20726239,12485
4498866,13135
5001645,13896
11626826,12064
11965805,13542
7491321,13093
4584215,12459
4362026,8690
4587007,13440
4422039,13695
6107747,13579
103271355,12885
4553453,14103
4552176,12391
87561380,11538
4435861,12857
5199724,13740
144041011,13248
4463399,14669
4494405,14133
24109423,14166
9360333,14644
4366836,12917
4438495,13785
4651524,13555
4471578,14963
3739095,13303
3477804,14524
39121590,14935
7953486,14946
3614150,14122
3448606,13929
3541985,8396
7774068,12230
90329663,13204
3715671,12977
4340604,13860
4818602,13363
4273075,13116
4642162,13183
4512371,12405
4230098,15087
4493745,14887
4499290,14947
4486257,14963
4674297,13979
4600895,13472
6142105,14641
4508705,14753
6635669,13407
4693953,15048
12204596,15167
8936620,13243
12395588,14084
7827384,13369
11935094,15079
7710403,15229
11267982,13627
7469399,13884
11428139,11935
7627626,14516
11324268,13499
7800769,14711
11297090,12187
7611166,12087
11300272,14970
7769987,15184
11636870,14043
7746256,13207
11348389,13898
9259238,15431
12750553,13537
8602095,15140
13151623,14891
9758115,11496
18469814,15256
13010058,15168
9066395,15312
6362487,14791
4738917,13599
5969467,15612
4989614,15007
8013541,13786
4597011,13814
6280362,12072
4532670,15606
6432272,14324
4550393,14150
6040159,15521
4547073,14947
6238147,11629
4369024,13345
6319699,14879
4600964,14391
6089072,13957
4507242,14893
6112504,14534
4542899,13229
6382043,14991
5506444,15162
5935755,15467
4546934,14137
5962765,14109
4743907,14693
6142018,15141
4463848,15217
6153459,13899
4660358,10320
5986346,12255
4911692,15218
6496493,14655
4466068,15333
6931722,14485
4633191,14643
6274998,16009
4594418,12253
6055544,14191
4642642,14777
6510597,15656
4393179,12564
13715202,14860
8459042,11868
12590152,14739
8706925,14122
12238999,10392
9356784,14738
13965382,12915
9092586,8626
13136120,15599
9018943,15468
12309732,15450
8581325,13254
13569839,15323
10382801,15339
16848178,15019
12186400,14687
8041216,14187
11783882,14124
7897411,12700
11702515,10015
8810661,15130
12000750,14491
8808995,13948
13089469,15052
17987426,15271
8528308,14271
12447134,14944
8554426,14408
12423152,14289
8453121,15539
12116612,14927
8778705,15399
12758602,13730
8405957,14328
12732595,15161
8984660,10891
12875674,15373
9042077,14220
12440300,15783
18301312,15512
8536607,15075
12515432,14527
8768252,16399
12885825,13478
8088094,15261
11442682,15143
8961969,15892
12105341,13825
8336055,16723
11895303,12357
8986735,15001
12160908,15244
9024758,17084
12492107,16306
8782650,14848
12782784,15139
8900486,16057
12631558,14250
8491062,17177
12500510,14944
12816609,17292
8698723,17432
13300798,14875
8457864,17361
13714147,12693
8771303,13427
12203433,16076
14870669,16845
8194222,14777
12675750,16571
12996462,15612
8558059,15685
13011828,15521
8237622,15704
12604004,16665
8478462,14761
12647739,17045
8362340,14899
12084201,16561
8331392,14101
12719337,16434
8584231,14648
12300125,14701
8249199,15086
13243620,16554
13637101,15432
8353004,16778
13235840,15735
8638453,15695
13135155,16357
8584793,15558
12959447,15577
8208201,15839
12387903,16330
9399586,16929
13511792,17228
9208320,16699
16575648,16520
12665871,16887
12375825,15827
12709598,16630
8871226,16131
12906183,16480
19597551,17199
8480175,16751
12519188,16871
9649072,16644
12562722,17208
8244928,16664
12185805,16694
8173300,16921
12178387,16761
8576737,17296
12238324,16781
8958765,17374
14307394,17307
13394038,17316
9352077,17479
12155886,17388
Numero de fallos: 0
