Tasks: 80
Gap: 100
Threads: 1
Verificacion ns,Consulta ms
98030,89
96393,203
35082,83
43295,84
46645,82
51305,279
53740,453
49401,79
28460,290
48155,105
31219,82
41895,129
42425,212
41148,81
37628,206
37094,190
39667,94
48151,142
49846,81
30855,107
37823,82
31492,80
47312,83
47541,81
36631,81
30123,80
46171,81
39173,80
39986,80
47831,79
58581,81
39593,79
47321,192
42669,83
48653,80
44698,88
42606,82
49071,80
52011,83
50019,98
38495,83
44360,87
34637,80
37473,99
49995,83
48394,82
53754,94
41291,82
42633,80
47091,81
53753,80
62016,80
45371,82
54055,79
48040,83
48658,81
35965,163
141902,269
51331,84
36291,249
33342,178
32978,82
55271,117
42180,83
49845,80
46000,102
46646,83
32940,83
46153,82
51808,108
40923,83
45256,115
23617,84
39492,87
38452,81
38750,80
48325,188
30582,80
43041,81
32137,84
Numero de fallos: 0
