Tasks: 80,
Gap: 100,
Threads: 2,
Verificacion ns,Consulta ms
133449,99
45189,90
42980,84
49570,90
42907,230
54436,88
37496,87
33260,84
41906,430
37649,258
29258,180
39516,310
43899,166
41002,81
47555,82
48250,296
39787,79
44071,90
38905,82
30769,458
34741,486
37324,431
35907,484
45791,168
29924,173
36734,294
38548,92
44715,92
59078,107
45400,82
54844,105
57309,81
56970,80
48229,82
40183,80
49629,82
38539,82
58108,80
32849,79
45305,83
32475,80
48507,82
34595,80
46243,93
41798,80
35472,92
46345,94
32472,408
36573,84
34491,439
54458,150
35743,200
45756,147
34856,80
72448,158
41861,79
49787,82
42852,79
30476,88
43264,92
53154,84
72950,98
36027,108
45110,83
34441,81
43135,82
98688,82
52562,99
54457,84
42162,83
38988,80
45496,83
52733,81
42256,80
55862,80
46262,83
38209,83
35608,81
60036,81
46769,82
Numero de fallos: 0,
