Tasks: 200
Gap: 40
Threads: 1
Verificacion ns,Consulta ms
942841,86
979990,382
880857,376
991206,87
997986,101
1061715,369
450449,2765
757875,2433
900862,777
871758,685
887492,1804
501560,1986
3983743,108
1113737,864
963989,266
939614,145
946946,2794
461590,2237
585952,305
619459,1068
460301,114
569783,3485
519278,2798
752416,3544
665987,2830
572623,3375
752009,3206
574769,3958
522914,3634
478182,3459
629320,2890
650145,3447
569651,3200
447237,4145
572039,3901
603651,1387
468994,3523
514721,3002
553806,2785
1448058,3846
935479,3750
772976,3781
1105865,1933
917962,1955
833785,3655
859237,3124
831091,2859
910049,2867
882635,3723
831053,3711
1027885,3366
3998877,3299
917387,3415
899384,3612
904073,3938
739371,3999
934570,4084
876529,4645
766018,3881
852958,4053
963180,4506
554024,4547
606046,4207
964457,4070
819917,3071
785522,3934
945404,4259
1858266,3943
944096,4405
917852,4193
763369,4085
900966,3599
919856,4402
877394,3346
863964,3116
861947,4534
933578,4281
937837,4479
855374,3713
897541,4417
1229540,3801
1071088,4716
1048666,1555
939280,4288
830065,4510
842981,4264
458973,4375
475814,4967
1584782,4251
774826,4562
787584,4391
995634,4039
888394,4458
788190,307
855618,3043
778928,4742
643926,4053
1010136,3020
863561,3991
1098904,4404
958887,4757
1002250,4967
12000255,4720
876339,4620
1114648,4642
915731,4801
927408,4029
866700,4307
968351,3873
913506,4838
881582,4043
810122,4479
915018,4776
759917,4780
683607,4720
601319,4780
546423,4385
602364,3578
512104,3797
971246,4301
872055,5385
992039,5309
986067,3295
907927,5185
967962,4170
942275,5284
1011695,4088
1066798,5466
999531,4876
993613,3997
1037918,4637
968040,5647
1098355,4673
1158133,4095
1237695,5223
931786,4865
669876,5317
636916,5287
978300,4292
1068018,5038
1070166,4531
1175023,3732
1187589,4642
974484,3521
898996,2757
1040026,4507
1006145,2966
943950,3955
1308088,4390
1012483,5432
957973,2995
1080898,5026
929414,5182
1123928,4739
1425583,4663
1056157,5084
918839,4603
884219,3363
1003736,4660
665592,3076
666234,5371
964275,5092
834090,5172
949731,3160
1047137,4968
949658,5203
992534,4800
960819,3957
966756,5162
879087,5394
1204885,5474
1119775,4442
1004080,4499
936303,5273
948236,5705
1112809,5286
929209,5006
1178391,4811
1140524,5125
1046442,4996
1029619,4533
1080644,5144
1007207,5571
1207001,5631
863534,5260
954755,5211
1034393,5777
929804,6070
875803,5638
980656,5655
1148689,5316
1011712,6027
972557,6007
1057591,5674
866127,5910
1013956,5992
988274,6017
933867,6080
1058753,5955
995333,5915
Numero de fallos: 0
